,MATCHUP,PTS,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PLUS_MINUS,WL
2495,TOR @ LAC,100,37,96,0.385,13,32.0,0.406,13,14,0.929,15.0,26.0,41.0,21,12.0,2,12,23,-8.0,L
2496,TOR @ DEN,113,43,86,0.5,10,27.0,0.37,17,20,0.85,11.0,30.0,41.0,29,6.0,4,15,20,-5.0,L
2497,TOR @ WAS,116,47,90,0.522,12,30.0,0.4,10,14,0.714,10.0,24.0,34.0,30,14.0,4,14,21,7.0,W
2498,TOR @ WAS,108,41,92,0.446,9,33.0,0.273,17,17,1.0,13.0,30.0,43.0,28,8.0,7,14,21,-11.0,L
2499,TOR vs. CHI,104,38,94,0.404,15,42.0,0.357,13,19,0.684,19.0,28.0,47.0,26,11.0,6,11,17,6.0,W
2500,UTA @ DAL,97,38,83,0.458,4,30.0,0.133,17,19,0.895,5.0,33.0,38.0,29,6.0,3,18,23,-16.0,L
2501,UTA @ OKC,107,40,90,0.444,10,36.0,0.278,17,18,0.944,11.0,36.0,47.0,20,6.0,5,15,22,-12.0,L
2502,UTA vs. MIN,104,39,84,0.464,14,32.0,0.438,12,14,0.857,14.0,33.0,47.0,25,6.0,3,17,13,-10.0,L
2503,UTA vs. MIN,100,38,83,0.458,6,26.0,0.231,18,21,0.857,10.0,41.0,51.0,23,4.0,5,15,14,-19.0,L
2504,UTA vs. ATL,124,46,90,0.511,14,36.0,0.389,18,20,0.9,10.0,39.0,49.0,24,6.0,7,11,21,2.0,W
2505,UTA vs. BOS,107,41,86,0.477,15,32.0,0.469,10,11,0.909,9.0,29.0,38.0,23,4.0,7,10,18,-16.0,L
2506,UTA @ DEN,121,47,94,0.5,8,26.0,0.308,19,25,0.76,14.0,22.0,36.0,22,7.0,2,15,15,-21.0,L
2507,UTA vs. CHI,117,44,96,0.458,15,47.0,0.319,14,16,0.875,14.0,31.0,45.0,28,4.0,7,10,14,-2.0,L
2508,UTA vs. WAS,127,49,101,0.485,16,40.0,0.4,13,15,0.867,11.0,40.0,51.0,29,6.0,9,11,16,12.0,W
2509,UTA @ MIA,120,42,87,0.483,14,35.0,0.4,22,26,0.846,12.0,30.0,42.0,24,3.0,5,10,19,-6.0,L
2510,UTA @ ORL,107,34,80,0.425,16,37.0,0.432,23,28,0.821,7.0,30.0,37.0,25,8.0,1,13,22,-8.0,L
2511,UTA @ ATL,97,35,94,0.372,11,38.0,0.289,16,19,0.842,12.0,31.0,43.0,24,11.0,4,17,15,-27.0,L
2512,UTA vs. SAS,128,46,90,0.511,17,35.0,0.486,19,22,0.864,5.0,33.0,38.0,36,13.0,8,17,17,19.0,W
2513,UTA vs. CHA,107,37,86,0.43,9,39.0,0.231,24,27,0.889,15.0,39.0,54.0,26,3.0,2,19,21,-8.0,L
2514,UTA vs. GSW,137,43,93,0.462,22,49.0,0.449,29,32,0.906,17.0,31.0,48.0,33,10.0,3,16,22,-3.0,L
2515,UTA vs. LAL,122,49,101,0.485,14,45.0,0.311,10,13,0.769,15.0,29.0,44.0,29,5.0,7,13,21,-16.0,L
2516,UTA vs. GSW,107,41,92,0.446,11,32.0,0.344,14,16,0.875,9.0,35.0,44.0,23,8.0,7,17,17,-22.0,L
2517,UTA @ PHX,115,41,94,0.436,12,35.0,0.343,21,31,0.677,19.0,33.0,52.0,28,7.0,7,15,14,-14.0,L
2518,UTA vs. OKC,124,46,89,0.517,14,35.0,0.4,18,20,0.9,15.0,33.0,48.0,29,9.0,8,17,17,7.0,W
2519,UTA vs. MIL,123,43,89,0.483,17,44.0,0.386,20,24,0.833,12.0,40.0,52.0,31,3.0,3,16,24,15.0,W
2520,UTA vs. PHI,124,45,87,0.517,12,36.0,0.333,22,25,0.88,10.0,33.0,43.0,36,3.0,9,9,15,-3.0,L
2521,UTA @ NYK,103,39,86,0.453,12,36.0,0.333,13,17,0.765,15.0,28.0,43.0,23,3.0,5,14,16,-15.0,L
2522,UTA @ BKN,114,39,86,0.453,9,27.0,0.333,27,34,0.794,12.0,32.0,44.0,23,3.0,7,17,14,-33.0,L
2523,UTA @ CHA,134,52,93,0.559,17,41.0,0.415,13,17,0.765,15.0,34.0,49.0,38,6.0,6,13,18,12.0,W
2524,UTA @ WAS,123,50,97,0.515,13,31.0,0.419,10,12,0.833,13.0,39.0,52.0,34,6.0,2,15,19,15.0,W
2525,UTA @ NOP,124,43,92,0.467,12,36.0,0.333,26,32,0.813,6.0,32.0,38.0,27,4.0,8,8,15,-29.0,L
2526,UTA @ HOU,126,48,105,0.457,13,43.0,0.302,17,22,0.773,16.0,43.0,59.0,28,4.0,8,17,24,-1.0,L
2527,UTA vs. OKC,129,43,89,0.483,13,32.0,0.406,30,36,0.833,11.0,27.0,38.0,33,7.0,4,14,21,-5.0,L
2528,UTA vs. IND,132,45,81,0.556,11,25.0,0.44,31,35,0.886,10.0,36.0,46.0,29,5.0,8,14,17,27.0,W
2529,UTA vs. LAL,132,42,93,0.452,12,37.0,0.324,36,39,0.923,13.0,39.0,52.0,28,7.0,5,10,20,7.0,W
2530,UTA vs. TOR,145,52,93,0.559,21,43.0,0.488,20,26,0.769,14.0,42.0,56.0,34,7.0,8,13,23,32.0,W
2531,UTA vs. DEN,124,46,83,0.554,13,33.0,0.394,19,23,0.826,7.0,33.0,40.0,34,12.0,8,16,19,13.0,W
2532,UTA @ MIL,132,47,90,0.522,20,44.0,0.455,18,22,0.818,10.0,37.0,47.0,33,6.0,8,10,15,16.0,W
2533,UTA @ PHI,120,46,80,0.575,8,30.0,0.267,20,24,0.833,9.0,39.0,48.0,30,4.0,4,23,18,11.0,W
2534,UTA @ BOS,97,34,94,0.362,6,34.0,0.176,23,34,0.676,16.0,41.0,57.0,23,11.0,2,18,24,-29.0,L
2535,UTA vs. DET,154,53,103,0.515,16,32.0,0.5,32,35,0.914,15.0,28.0,43.0,28,11.0,8,12,22,6.0,W
2536,UTA vs. DAL,127,49,96,0.51,12,44.0,0.273,17,18,0.944,7.0,46.0,53.0,37,9.0,6,12,15,37.0,W
2537,UTA vs. MIA,117,43,93,0.462,11,41.0,0.268,20,28,0.714,9.0,34.0,43.0,29,8.0,6,10,25,8.0,W
2538,UTA @ NOP,105,36,85,0.424,12,39.0,0.308,21,25,0.84,17.0,25.0,42.0,27,5.0,3,18,15,-7.0,L
2539,UTA @ SAS,130,47,95,0.495,16,43.0,0.372,20,22,0.909,13.0,40.0,53.0,34,4.0,7,14,21,12.0,W
2540,UTA @ TOR,126,48,91,0.527,17,38.0,0.447,13,14,0.929,8.0,33.0,41.0,35,7.0,5,11,17,7.0,W
2541,UTA @ DET,119,43,94,0.457,11,30.0,0.367,22,24,0.917,15.0,29.0,44.0,26,15.0,7,12,18,8.0,W
2542,UTA @ CLE,116,40,78,0.513,13,30.0,0.433,23,28,0.821,6.0,32.0,38.0,24,5.0,6,16,22,-8.0,L
2543,UTA vs. BKN,125,45,91,0.495,14,34.0,0.412,21,24,0.875,12.0,39.0,51.0,30,6.0,8,14,20,17.0,W
2544,UTA @ SAC,104,38,86,0.442,12,37.0,0.324,16,21,0.762,9.0,28.0,37.0,28,8.0,3,12,12,-21.0,L
2545,UTA @ POR,122,49,92,0.533,11,33.0,0.333,13,14,0.929,13.0,32.0,45.0,27,9.0,9,11,14,8.0,W
2546,UTA vs. NYK,117,43,98,0.439,16,42.0,0.381,15,21,0.714,15.0,38.0,53.0,31,5.0,4,15,27,4.0,W
2547,UTA @ OKC,120,44,92,0.478,12,38.0,0.316,20,21,0.952,9.0,32.0,41.0,32,9.0,9,15,21,-14.0,L
2548,UTA vs. LAC,103,38,84,0.452,9,31.0,0.29,18,24,0.75,8.0,32.0,40.0,23,10.0,10,13,17,-14.0,L
2549,UTA @ DAL,97,35,87,0.402,12,33.0,0.364,15,18,0.833,11.0,32.0,43.0,22,6.0,3,19,20,-50.0,L
2550,UTA vs. POR,118,46,94,0.489,7,34.0,0.206,19,24,0.792,16.0,40.0,56.0,27,5.0,11,17,21,5.0,W
2551,UTA @ MIN,90,33,87,0.379,11,34.0,0.324,13,14,0.929,13.0,38.0,51.0,22,6.0,4,19,19,-11.0,L
2552,UTA @ MEM,91,34,90,0.378,16,39.0,0.41,7,12,0.583,12.0,27.0,39.0,26,8.0,8,17,14,-14.0,L
2553,UTA vs. NOP,114,37,88,0.42,17,48.0,0.354,23,28,0.821,9.0,34.0,43.0,31,6.0,4,10,23,2.0,W
2554,UTA vs. NOP,105,38,87,0.437,15,43.0,0.349,14,17,0.824,14.0,38.0,52.0,23,8.0,6,23,13,5.0,W
2555,UTA @ POR,105,37,79,0.468,10,31.0,0.323,21,26,0.808,14.0,30.0,44.0,25,7.0,3,21,13,-16.0,L
2556,UTA @ LAL,99,38,98,0.388,11,44.0,0.25,12,16,0.75,13.0,29.0,42.0,25,6.0,3,14,22,-32.0,L
2557,UTA vs. PHX,137,48,115,0.417,15,46.0,0.326,26,32,0.813,27.0,32.0,59.0,27,11.0,5,18,27,-3.0,L
2558,UTA vs. PHX,128,43,85,0.506,16,36.0,0.444,26,31,0.839,10.0,29.0,39.0,27,3.0,10,8,23,-3.0,L
2559,UTA vs. POR,115,44,95,0.463,13,43.0,0.302,14,15,0.933,16.0,36.0,52.0,26,11.0,6,12,18,16.0,W
2560,UTA @ MEM,127,41,76,0.539,18,37.0,0.486,27,29,0.931,8.0,30.0,38.0,28,10.0,12,19,17,6.0,W
2561,UTA @ IND,118,45,96,0.469,11,27.0,0.407,17,18,0.944,16.0,31.0,47.0,26,3.0,5,21,17,-16.0,L
2562,UTA @ CHI,113,41,86,0.477,16,43.0,0.372,15,17,0.882,17.0,35.0,52.0,32,1.0,7,22,20,-17.0,L
2563,UTA @ MIN,95,35,91,0.385,12,43.0,0.279,13,17,0.765,17.0,22.0,39.0,20,3.0,7,18,20,-28.0,L
2564,UTA vs. ORL,113,41,89,0.461,12,33.0,0.364,19,26,0.731,13.0,35.0,48.0,27,9.0,7,20,27,-2.0,L
2565,UTA vs. MEM,133,47,87,0.54,22,43.0,0.512,17,24,0.708,10.0,40.0,50.0,35,7.0,3,21,22,24.0,W
2566,UTA @ DEN,102,42,98,0.429,11,37.0,0.297,7,15,0.467,17.0,34.0,51.0,30,6.0,2,12,21,-8.0,L
2567,UTA @ PHX,104,40,91,0.44,12,37.0,0.324,12,14,0.857,15.0,30.0,45.0,26,6.0,5,18,20,-22.0,L
2568,UTA vs. LAC,120,42,96,0.438,16,41.0,0.39,20,22,0.909,17.0,28.0,45.0,27,7.0,4,14,24,2.0,W
2569,UTA vs. SAC,114,41,91,0.451,9,28.0,0.321,23,31,0.742,16.0,38.0,54.0,22,6.0,2,14,20,-16.0,L
2570,UTA @ SAC,113,45,98,0.459,10,37.0,0.27,13,25,0.52,16.0,36.0,52.0,27,9.0,1,15,19,-3.0,L
2571,UTA vs. NZB,114,43,84,0.512,11,28.0,0.393,17,22,0.773,9.0,38.0,47.0,27,11.0,10,18,28,20.0,W
2572,UTA vs. POR,138,42,74,0.568,15,29.0,0.517,39,44,0.886,6.0,32.0,38.0,33,11.0,4,19,20,5.0,W
2573,UTA @ LAC,98,36,90,0.4,9,39.0,0.231,17,20,0.85,9.0,39.0,48.0,23,8.0,6,16,20,-5.0,L
2574,UTA @ LAC,101,38,85,0.447,11,37.0,0.297,14,21,0.667,16.0,35.0,51.0,22,3.0,9,20,15,5.0,W
2575,UTA @ HOU,101,37,88,0.42,12,45.0,0.267,15,18,0.833,15.0,29.0,44.0,22,4.0,3,11,20,-14.0,L
2576,UTA @ PHX,97,34,70,0.486,14,38.0,0.368,15,20,0.75,10.0,27.0,37.0,25,8.0,6,18,15,4.0,W
2577,UTA vs. DEN,96,33,76,0.434,15,41.0,0.366,15,21,0.714,10.0,38.0,48.0,21,6.0,4,19,23,5.0,W
2578,UTA vs. MIN,108,42,81,0.519,16,44.0,0.364,8,12,0.667,14.0,31.0,45.0,26,5.0,3,18,24,10.4,W
2579,UTA vs. LAC,105,39,78,0.5,16,41.0,0.39,11,12,0.917,5.0,29.0,34.0,32,6.0,3,12,12,1.4,W
2580,UTA vs. MEM,98,32,77,0.416,15,45.0,0.333,19,21,0.905,11.0,37.0,48.0,23,7.0,3,14,14,4.8,W
2581,UTA vs. PHI,94,33,74,0.446,14,33.0,0.424,14,20,0.7,13.0,29.0,42.0,21,3.0,7,22,27,-5.8,L
2582,UTA vs. OKC,85,34,89,0.382,9,34.0,0.265,8,14,0.571,12.0,35.0,47.0,21,9.0,4,14,28,-19.6,L
2583,UTA @ LAL,117,51,101,0.505,10,35.0,0.286,5,6,0.833,7.0,38.0,45.0,31,4.0,4,11,16,-11.0,L
2584,UTA vs. DEN,118,44,100,0.44,11,35.0,0.314,19,23,0.826,17.0,42.0,59.0,30,9.0,2,16,18,4.0,W
2585,UTA vs. OKC,98,41,83,0.494,5,31.0,0.161,11,16,0.688,7.0,38.0,45.0,24,5.0,2,19,23,-16.0,L
2586,UTA vs. LAL,133,47,90,0.522,15,33.0,0.455,24,31,0.774,6.0,35.0,41.0,29,4.0,3,12,28,-2.0,L
2587,UTA @ BKN,110,40,91,0.44,8,32.0,0.25,22,30,0.733,11.0,41.0,52.0,24,5.0,1,11,23,-1.0,L
2588,UTA @ BOS,114,46,96,0.479,9,29.0,0.31,13,14,0.929,13.0,39.0,52.0,23,3.0,7,18,17,-8.0,L
2589,UTA @ SAS,128,49,90,0.544,12,31.0,0.387,18,20,0.9,8.0,37.0,45.0,28,5.0,6,16,17,11.0,W
2590,UTA vs. PHX,103,38,86,0.442,9,36.0,0.25,18,27,0.667,10.0,37.0,47.0,25,2.0,7,13,19,-14.0,L
2591,UTA @ SAC,113,47,91,0.516,9,28.0,0.321,10,16,0.625,11.0,34.0,45.0,30,3.0,7,16,14,-8.0,L
2592,UTA vs. MIL,116,40,104,0.385,11,40.0,0.275,25,34,0.735,20.0,31.0,51.0,28,6.0,5,11,15,-28.0,L
2593,UTA vs. POR,115,39,82,0.476,11,35.0,0.314,26,36,0.722,7.0,40.0,47.0,24,4.0,5,17,21,-12.0,L
2594,UTA vs. SAC,128,46,88,0.523,16,36.0,0.444,20,23,0.87,6.0,42.0,48.0,33,3.0,8,12,23,8.0,W
2595,UTA vs. BOS,118,42,97,0.433,17,41.0,0.415,17,22,0.773,17.0,39.0,56.0,29,3.0,5,7,14,1.0,W
2596,UTA @ MIA,115,43,90,0.478,16,38.0,0.421,13,18,0.722,16.0,32.0,48.0,31,7.0,4,18,25,-4.0,L
2597,UTA @ CHA,119,46,103,0.447,9,32.0,0.281,18,20,0.9,20.0,40.0,60.0,22,4.0,4,11,17,8.0,W
2598,UTA @ ORL,131,49,88,0.557,13,34.0,0.382,20,21,0.952,11.0,31.0,42.0,27,7.0,8,17,26,7.0,W
2599,UTA @ DAL,116,41,92,0.446,15,44.0,0.341,19,25,0.76,6.0,41.0,47.0,23,10.0,4,16,23,-4.0,L
2600,MEM @ SAS,99,33,82,0.402,12,34.0,0.353,21,31,0.677,9.0,42.0,51.0,18,10.0,4,17,17,2.0,W
2601,MEM @ GSW,116,42,96,0.438,18,49.0,0.367,14,18,0.778,16.0,29.0,45.0,29,4.0,3,10,15,-21.0,L
2602,MEM @ SAC,111,37,98,0.378,13,38.0,0.342,24,30,0.8,15.0,34.0,49.0,22,13.0,7,12,23,-10.0,L
2603,MEM vs. OKC,112,37,81,0.457,18,44.0,0.409,20,26,0.769,7.0,29.0,36.0,34,7.0,4,14,20,-6.0,L
2604,MEM vs. CHA,98,36,85,0.424,16,40.0,0.4,10,11,0.909,16.0,30.0,46.0,24,12.0,5,21,19,-12.0,L
2605,MEM vs. WAS,109,42,94,0.447,8,33.0,0.242,17,21,0.81,17.0,36.0,53.0,27,8.0,7,17,19,12.0,W
2606,MEM @ OKC,93,32,78,0.41,11,33.0,0.333,18,27,0.667,8.0,31.0,39.0,21,8.0,4,16,14,-31.0,L
2607,MEM vs. ATL,92,30,74,0.405,10,26.0,0.385,22,30,0.733,10.0,28.0,38.0,21,10.0,11,13,19,-7.0,L
2608,MEM @ PHI,115,41,91,0.451,13,37.0,0.351,20,23,0.87,15.0,39.0,54.0,21,3.0,15,15,14,6.0,W
2609,MEM @ BKN,106,38,82,0.463,12,37.0,0.324,18,22,0.818,15.0,35.0,50.0,26,6.0,3,18,22,4.0,W
2610,MEM vs. POR,100,30,83,0.361,15,40.0,0.375,25,33,0.758,9.0,36.0,45.0,21,15.0,9,22,17,-7.0,L
2611,MEM vs. POR,92,35,79,0.443,9,24.0,0.375,13,22,0.591,8.0,22.0,30.0,15,6.0,8,21,17,-30.0,L
2612,MEM @ MIN,101,36,93,0.387,11,37.0,0.297,18,20,0.9,17.0,33.0,50.0,23,8.0,5,14,22,-9.0,L
2613,MEM vs. BKN,86,29,75,0.387,7,26.0,0.269,21,26,0.808,8.0,32.0,40.0,16,6.0,4,14,13,-25.0,L
2614,MEM vs. LAC,95,38,91,0.418,8,35.0,0.229,11,16,0.688,14.0,27.0,41.0,26,12.0,3,12,17,-6.0,L
2615,MEM vs. MIL,113,44,83,0.53,13,26.0,0.5,12,19,0.632,7.0,33.0,40.0,30,9.0,3,16,16,3.0,W
2616,MEM vs. HOU,121,39,79,0.494,15,35.0,0.429,28,41,0.683,8.0,38.0,46.0,27,8.0,11,11,20,8.0,W
2617,MEM vs. NOP,87,34,81,0.42,12,44.0,0.273,7,8,0.875,3.0,33.0,36.0,28,7.0,8,17,17,-9.0,L
2618,MEM @ CHA,106,43,92,0.467,16,44.0,0.364,4,8,0.5,9.0,23.0,32.0,33,12.0,5,12,13,-9.0,L
2619,MEM vs. CHI,110,42,91,0.462,18,46.0,0.391,8,13,0.615,9.0,25.0,34.0,26,8.0,4,9,24,-8.0,L
2620,MEM @ NYK,113,41,80,0.513,21,37.0,0.568,10,16,0.625,8.0,27.0,35.0,33,4.0,5,18,15,-10.0,L
2621,MEM @ BOS,91,35,92,0.38,11,38.0,0.289,10,12,0.833,16.0,30.0,46.0,19,5.0,3,20,15,-40.0,L
2622,MEM vs. GSW,101,35,87,0.402,14,46.0,0.304,17,24,0.708,9.0,28.0,37.0,30,7.0,4,13,20,-20.0,L
2623,MEM vs. CLE,101,37,90,0.411,12,38.0,0.316,15,17,0.882,7.0,36.0,43.0,25,9.0,12,12,19,-7.0,L
2624,MEM vs. SAC,94,30,80,0.375,13,36.0,0.361,21,28,0.75,9.0,28.0,37.0,22,11.0,1,14,16,-9.0,L
2625,MEM @ IND,110,38,82,0.463,11,30.0,0.367,23,31,0.742,13.0,32.0,45.0,20,5.0,7,13,20,-6.0,L
2626,MEM vs. ORL,107,42,90,0.467,15,41.0,0.366,8,13,0.615,9.0,34.0,43.0,30,9.0,7,13,21,1.0,W
2627,MEM @ MIA,105,36,80,0.45,17,36.0,0.472,16,19,0.842,7.0,37.0,44.0,30,8.0,6,18,19,9.0,W
2628,MEM @ TOR,108,44,95,0.463,13,34.0,0.382,7,12,0.583,19.0,28.0,47.0,30,11.0,8,15,15,8.0,W
2629,MEM @ CHI,96,32,75,0.427,13,42.0,0.31,19,23,0.826,3.0,29.0,32.0,28,6.0,4,15,13,-29.0,L
2630,MEM @ MIN,103,39,85,0.459,14,34.0,0.412,11,17,0.647,8.0,26.0,34.0,22,9.0,4,14,23,-15.0,L
2631,MEM vs. GSW,116,32,86,0.372,20,54.0,0.37,32,40,0.8,11.0,31.0,42.0,24,13.0,10,11,12,9.0,W
2632,MEM vs. NYK,94,36,87,0.414,9,38.0,0.237,13,15,0.867,9.0,26.0,35.0,27,14.0,6,12,16,-12.0,L
2633,MEM vs. LAC,119,41,95,0.432,18,44.0,0.409,19,27,0.704,17.0,29.0,46.0,30,5.0,4,9,21,-9.0,L
2634,MEM @ DAL,120,44,91,0.484,14,37.0,0.378,18,21,0.857,18.0,36.0,54.0,27,7.0,3,16,18,17.0,W
2635,MEM @ PHX,121,43,97,0.443,17,49.0,0.347,18,24,0.75,15.0,39.0,54.0,29,7.0,8,17,24,6.0,W
2636,MEM @ LAL,127,44,82,0.537,23,45.0,0.511,16,20,0.8,6.0,38.0,44.0,33,8.0,4,17,20,14.0,W
2637,MEM vs. TOR,111,40,94,0.426,15,42.0,0.357,16,19,0.842,9.0,34.0,43.0,25,7.0,5,10,19,-5.0,L
2638,MEM vs. SAS,106,37,80,0.463,12,38.0,0.316,20,25,0.8,8.0,38.0,46.0,24,5.0,8,15,23,8.0,W
2639,MEM vs. SAC,92,30,82,0.366,12,40.0,0.3,20,28,0.714,1.0,33.0,34.0,20,4.0,1,8,14,-31.0,L
2640,MEM @ LAC,106,38,87,0.437,13,40.0,0.325,17,20,0.85,3.0,30.0,33.0,29,10.0,4,12,22,-11.0,L
2641,MEM @ DEN,105,37,89,0.416,13,35.0,0.371,18,25,0.72,11.0,25.0,36.0,23,8.0,5,11,13,-37.0,L
2642,MEM @ NOP,116,39,90,0.433,11,46.0,0.239,27,32,0.844,8.0,42.0,50.0,24,10.0,17,17,24,1.0,W
2643,MEM @ ATL,125,50,97,0.515,11,33.0,0.333,14,22,0.636,15.0,36.0,51.0,29,6.0,7,11,16,6.0,W
2644,MEM vs. IND,116,43,84,0.512,16,35.0,0.457,14,21,0.667,8.0,33.0,41.0,27,8.0,7,18,14,13.0,W
2645,MEM @ NOP,115,41,82,0.5,10,31.0,0.323,23,29,0.793,13.0,29.0,42.0,19,5.0,7,17,19,2.0,W
2646,MEM @ OKC,97,30,85,0.353,19,54.0,0.352,18,21,0.857,7.0,38.0,45.0,25,6.0,3,22,19,-19.0,L
2647,MEM vs. HOU,96,37,92,0.402,11,40.0,0.275,11,15,0.733,13.0,35.0,48.0,19,4.0,8,17,24,-7.0,L
2648,MEM @ HOU,104,35,82,0.427,10,38.0,0.263,24,34,0.706,5.0,34.0,39.0,25,7.0,4,11,30,-13.0,L
2649,MEM vs. DAL,113,41,89,0.461,18,44.0,0.409,13,16,0.813,10.0,28.0,38.0,26,9.0,5,17,19,-7.0,L
2650,MEM vs. MIN,103,37,86,0.43,15,35.0,0.429,14,19,0.737,8.0,20.0,28.0,24,7.0,4,9,23,-24.0,L
2651,MEM @ DET,116,47,91,0.516,11,26.0,0.423,11,14,0.786,9.0,37.0,46.0,26,10.0,8,14,9,14.0,W
2652,MEM @ PHX,109,39,86,0.453,9,31.0,0.29,22,24,0.917,8.0,32.0,40.0,14,9.0,8,15,31,-7.0,L
2653,MEM @ DAL,108,44,90,0.489,11,34.0,0.324,9,11,0.818,13.0,39.0,52.0,27,8.0,12,14,23,14.0,W
2654,MEM vs. UTA,105,43,87,0.494,13,39.0,0.333,6,8,0.75,12.0,39.0,51.0,26,9.0,10,15,15,14.0,W
2655,MEM vs. MIN,97,34,88,0.386,10,37.0,0.27,19,27,0.704,11.0,24.0,35.0,24,4.0,4,13,18,-22.0,L
2656,MEM vs. PHX,89,37,80,0.463,9,33.0,0.273,6,10,0.6,6.0,29.0,35.0,22,6.0,2,13,22,-21.0,L
2657,MEM @ HOU,91,27,82,0.329,7,32.0,0.219,30,35,0.857,9.0,37.0,46.0,17,3.0,7,9,19,-20.0,L
2658,MEM vs. BOS,100,37,95,0.389,17,44.0,0.386,9,10,0.9,14.0,28.0,42.0,28,7.0,5,9,21,-2.0,L
2659,MEM @ SAS,120,40,86,0.465,11,33.0,0.333,29,36,0.806,12.0,33.0,45.0,23,7.0,3,12,25,12.0,W
2660,MEM @ LAL,107,39,106,0.368,20,53.0,0.377,9,12,0.75,13.0,20.0,33.0,28,8.0,9,9,15,-27.0,L
2661,MEM @ LAC,105,37,88,0.42,13,41.0,0.317,18,24,0.75,11.0,30.0,41.0,25,7.0,6,16,23,4.0,W
2662,MEM vs. UTA,121,46,101,0.455,19,48.0,0.396,10,13,0.769,14.0,23.0,37.0,23,5.0,5,11,23,-6.0,L
2663,MEM vs. MIA,102,35,90,0.389,11,37.0,0.297,21,28,0.75,13.0,25.0,38.0,20,10.0,4,13,27,-6.0,L
2664,MEM @ POR,112,45,89,0.506,13,32.0,0.406,9,13,0.692,10.0,39.0,49.0,27,6.0,7,16,18,12.0,W
2665,MEM @ POR,113,47,96,0.49,10,35.0,0.286,9,13,0.692,7.0,41.0,48.0,29,8.0,10,17,25,-2.0,L
2666,MEM @ UTA,109,35,96,0.365,14,54.0,0.259,25,32,0.781,14.0,28.0,42.0,25,12.0,7,15,22,-24.0,L
2667,MEM vs. DAL,110,42,92,0.457,14,37.0,0.378,12,20,0.6,10.0,34.0,44.0,22,9.0,4,12,22,-15.0,L
2668,MEM @ WAS,106,39,91,0.429,19,47.0,0.404,9,9,1.0,6.0,39.0,45.0,27,7.0,8,16,21,-7.0,L
2669,MEM vs. DEN,104,37,85,0.435,10,33.0,0.303,20,24,0.833,13.0,35.0,48.0,22,13.0,7,20,23,-4.0,L
2670,MEM vs. NOP,104,38,91,0.418,12,43.0,0.279,16,20,0.8,8.0,29.0,37.0,23,8.0,7,13,19,-7.0,L
2671,MEM @ MIL,116,42,89,0.472,16,43.0,0.372,16,24,0.667,11.0,34.0,45.0,28,9.0,5,18,26,-8.0,L
2672,MEM @ MIA,124,41,89,0.461,19,47.0,0.404,23,28,0.821,7.0,29.0,36.0,25,7.0,4,8,20,-8.0,L
2673,MEM @ ATL,102,37,89,0.416,16,52.0,0.308,12,19,0.632,11.0,40.0,51.0,28,10.0,9,22,12,-1.0,L
2674,MEM vs. MIL,108,39,93,0.419,13,45.0,0.289,17,22,0.773,9.0,40.0,49.0,27,5.0,11,17,20,6.0,W
2675,MEM vs. IND,127,50,108,0.463,8,38.0,0.211,19,21,0.905,9.0,38.0,47.0,27,13.0,11,15,26,5.0,W
2676,MEM @ PHX,79,29,73,0.397,7,29.0,0.241,14,19,0.737,9.0,23.0,32.0,18,5.0,3,19,19,-23.0,L
2677,MEM @ LAL,100,36,76,0.474,18,44.0,0.409,10,15,0.667,7.0,38.0,45.0,27,6.0,4,10,10,24.2,W
2678,MEM vs. LAC,74,25,59,0.424,7,31.0,0.226,17,25,0.68,7.0,31.0,38.0,18,5.0,4,23,18,-9.0,L
2679,MEM @ CLE,77,25,73,0.342,12,43.0,0.279,15,19,0.789,11.0,24.0,35.0,17,7.0,2,15,15,-18.6,L
2680,MEM @ CHI,87,28,70,0.4,13,39.0,0.333,18,24,0.75,10.0,26.0,36.0,21,12.0,9,13,15,5.6,W
2681,MEM @ UTA,83,32,82,0.39,11,33.0,0.333,8,12,0.667,10.0,29.0,39.0,17,5.0,7,10,21,-2.0,L
2682,MEM @ OKC,94,30,74,0.405,17,38.0,0.447,17,22,0.773,8.0,28.0,36.0,23,14.0,3,12,26,9.0,W
2683,MEM @ PHI,94,30,79,0.38,16,45.0,0.356,18,23,0.783,15.0,33.0,48.0,20,8.0,5,21,24,0.4,W
2684,MEM @ LAL,85,29,96,0.302,12,38.0,0.316,15,20,0.75,14.0,31.0,45.0,19,10.0,2,14,17,-40.0,L
2685,MEM vs. LAL,116,44,99,0.444,14,40.0,0.35,14,17,0.824,14.0,38.0,52.0,24,6.0,2,11,19,17.0,W
2686,MEM @ LAL,111,42,106,0.396,9,42.0,0.214,18,21,0.857,16.0,33.0,49.0,26,7.0,7,13,26,-6.0,L
2687,MEM @ LAL,101,35,93,0.376,13,39.0,0.333,18,20,0.9,18.0,32.0,50.0,23,7.0,2,18,22,-10.0,L
2688,MEM vs. LAL,103,38,89,0.427,11,36.0,0.306,16,21,0.762,11.0,38.0,49.0,24,4.0,6,10,20,10.0,W
2689,MEM vs. LAL,112,42,89,0.472,13,36.0,0.361,15,16,0.938,6.0,28.0,34.0,24,6.0,2,12,19,-16.0,L
